Año;Sexo;Edad;Nacionalidad;Discapacidad;Ámbito Territorial;Magnitud;Value
2018;"Total";"Total";"";"";"Alegría-Dulantzi";"%";9,6
2018;"Total";"Total";"";"";"Alkiza";"%";5,8
2018;"Total";"Total";"";"";"Alonsotegi";"%";15,8
2018;"Total";"Total";"";"";"Altzaga";"%";8
2018;"Total";"Total";"";"";"Altzo";"%";6,7
2018;"Total";"Total";"";"";"Amezketa";"%";10,8
2018;"Total";"Total";"";"";"Amorebieta-Etxano";"%";8,9
2018;"Total";"Total";"";"";"Amoroto";"%";6,7
2018;"Total";"Total";"";"";"Amurrio";"%";12
2018;"Total";"Total";"";"";"Andoain";"%";10,4
2018;"Total";"Total";"";"";"Anoeta";"%";9,5
2018;"Total";"Total";"";"";"Antzuola";"%";4,9
2018;"Total";"Total";"";"";"Añana";"%";8,2
2018;"Total";"Total";"";"";"Arakaldo";"%";16,3
2018;"Total";"Total";"";"";"Arama";"%";6,5
2018;"Total";"Total";"";"";"Aramaio";"%";4,7
2018;"Total";"Total";"";"";"Arantzazu";"%";9
2018;"Total";"Total";"";"";"Areatza";"%";12,6
2018;"Total";"Total";"";"";"Aretxabaleta";"%";7,5
2018;"Total";"Total";"";"";"Armiñón";"%";7,6
2018;"Total";"Total";"";"";"Arraia-Maeztu";"%";7,2
2018;"Total";"Total";"";"";"Arrankudiaga-Zollo";"%";9,2
2018;"Total";"Total";"";"";"Arrasate/Mondragón";"%";10,2
2018;"Total";"Total";"";"";"Arratzu";"%";8
2018;"Total";"Total";"";"";"Arratzua-Ubarrundia";"%";6,9
2018;"Total";"Total";"";"";"Arrieta";"%";7,2
2018;"Total";"Total";"";"";"Arrigorriaga";"%";12,8
2018;"Total";"Total";"";"";"Artea";"%";9,4
2018;"Total";"Total";"";"";"Artzentales";"%";10,6
2018;"Total";"Total";"";"";"Artziniega";"%";11,8
2018;"Total";"Total";"";"";"Asparrena";"%";13,6
2018;"Total";"Total";"";"";"Asteasu";"%";5,3
2018;"Total";"Total";"";"";"Astigarraga";"%";7,9
2018;"Total";"Total";"";"";"Ataun";"%";6,6
2018;"Total";"Total";"";"";"Atxondo";"%";8,6
2018;"Total";"Total";"";"";"Aulesti";"%";6,7
2018;"Total";"Total";"";"";"Ayala/Aiara";"%";8,5
2018;"Total";"Total";"";"";"Azkoitia";"%";10,4
2018;"Total";"Total";"";"";"Azpeitia";"%";8
2018;"Total";"Total";"";"";"Bakio";"%";11,8
2018;"Total";"Total";"";"";"Baliarrain";"%";5,4
2018;"Total";"Total";"";"";"Balmaseda";"%";17
2018;"Total";"Total";"";"";"Baños de Ebro/Mañueta";"%";7,4
2018;"Total";"Total";"";"";"Barakaldo";"%";14,3
2018;"Total";"Total";"";"";"Barrika";"%";12,5
2018;"Total";"Total";"";"";"Barrundia";"%";4,6
2018;"Total";"Total";"";"";"Basauri";"%";13,7
2018;"Total";"Total";"";"";"Beasain";"%";8,9
2018;"Total";"Total";"";"";"Bedia";"%";12,2
2018;"Total";"Total";"";"";"Beizama";"%";4,9
2018;"Total";"Total";"";"";"Belauntza";"%";6,7
2018;"Total";"Total";"";"";"Berango";"%";9,5
2018;"Total";"Total";"";"";"Berantevilla";"%";12,8
2018;"Total";"Total";"";"";"Berastegi";"%";7
2018;"Total";"Total";"";"";"Bergara";"%";8,4
2018;"Total";"Total";"";"";"Bermeo";"%";14,4
2018;"Total";"Total";"";"";"Bernedo";"%";10,2
2018;"Total";"Total";"";"";"Berriatua";"%";10,7
2018;"Total";"Total";"";"";"Berriz";"%";10,4
2018;"Total";"Total";"";"";"Berrobi";"%";10,8
2018;"Total";"Total";"";"";"Bidania-Goiatz";"%";6,3
2018;"Total";"Total";"";"";"Bilbao";"%";14,6
2018;"Total";"Total";"";"";"Busturia";"%";16
2018;"Total";"Total";"";"";"Campezo/Kanpezu";"%";10,8
2018;"Total";"Total";"";"";"Deba";"%";8,8
2018;"Total";"Total";"";"";"Derio";"%";8,8
2018;"Total";"Total";"";"";"Dima";"%";7,9
2018;"Total";"Total";"";"";"Donostia / San Sebastián";"%";9,5
2018;"Total";"Total";"";"";"Durango";"%";9,7
2018;"Total";"Total";"";"";"Ea";"%";9,7
2018;"Total";"Total";"";"";"Eibar";"%";12,4
2018;"Total";"Total";"";"";"Elantxobe";"%";16
2018;"Total";"Total";"";"";"Elburgo/Burgelu";"%";6,5
2018;"Total";"Total";"";"";"Elciego";"%";10,9
2018;"Total";"Total";"";"";"Elduain";"%";6,7
2018;"Total";"Total";"";"";"Elgeta";"%";8
2018;"Total";"Total";"";"";"Elgoibar";"%";9,7
2018;"Total";"Total";"";"";"Elorrio";"%";9
2018;"Total";"Total";"";"";"Elvillar/Bilar";"%";6,5
2018;"Total";"Total";"";"";"Erandio";"%";12,3
2018;"Total";"Total";"";"";"Ereño";"%";9,2
2018;"Total";"Total";"";"";"Ermua";"%";11,7
2018;"Total";"Total";"";"";"Errenteria";"%";10,8
2018;"Total";"Total";"";"";"Errezil";"%";7,4
2018;"Total";"Total";"";"";"Erriberagoitia/Ribera Alta";"%";8,1
2018;"Total";"Total";"";"";"Errigoiti";"%";8,4
2018;"Total";"Total";"";"";"Eskoriatza";"%";7,5
2018;"Total";"Total";"";"";"Etxebarri";"%";10,3
2018;"Total";"Total";"";"";"Etxebarria";"%";5,3
2018;"Total";"Total";"";"";"Ezkio-Itsaso";"%";5,3
2018;"Total";"Total";"";"";"Forua";"%";11,2
2018;"Total";"Total";"";"";"Fruiz";"%";6,7
2018;"Total";"Total";"";"";"Gabiria";"%";4
2018;"Total";"Total";"";"";"Gaintza";"%";7,3
2018;"Total";"Total";"";"";"Galdakao";"%";10,6
2018;"Total";"Total";"";"";"Galdames";"%";11,1
2018;"Total";"Total";"";"";"Gamiz-Fika";"%";8,9
2018;"Total";"Total";"";"";"Garai";"%";4,7
2018;"Total";"Total";"";"";"Gatika";"%";7,8
2018;"Total";"Total";"";"";"Gautegiz Arteaga";"%";9,5
2018;"Total";"Total";"";"";"Gaztelu";"%";6,5
2018;"Total";"Total";"";"";"Gernika-Lumo";"%";10,3
2018;"Total";"Total";"";"";"Getaria";"%";9,7
2018;"Total";"Total";"";"";"Getxo";"%";10,6
2018;"Total";"Total";"";"";"Gizaburuaga";"%";11,2
2018;"Total";"Total";"";"";"Gordexola";"%";9,6
2018;"Total";"Total";"";"";"Gorliz";"%";11,8
2018;"Total";"Total";"";"";"Güeñes";"%";14
2018;"Total";"Total";"";"";"Harana/Valle de Arana";"%";3,9
2018;"Total";"Total";"";"";"Hernani";"%";9,1
2018;"Total";"Total";"";"";"Hernialde";"%";7,7
2018;"Total";"Total";"";"";"Hondarribia";"%";10,3
2018;"Total";"Total";"";"";"Ibarra";"%";12
2018;"Total";"Total";"";"";"Ibarrangelu";"%";9,8
2018;"Total";"Total";"";"";"Idiazabal";"%";7,1
2018;"Total";"Total";"";"";"Igorre";"%";11,3
2018;"Total";"Total";"";"";"Ikaztegieta";"%";11,8
2018;"Total";"Total";"";"";"Irun";"%";12,4
2018;"Total";"Total";"";"";"Iruña Oka/Iruña de Oca";"%";8,9
2018;"Total";"Total";"";"";"Irura";"%";8
2018;"Total";"Total";"";"";"Iruraiz-Gauna";"%";5,3
2018;"Total";"Total";"";"";"Ispaster";"%";7,9
2018;"Total";"Total";"";"";"Itsasondo";"%";10
2018;"Total";"Total";"";"";"Iurreta";"%";12,3
2018;"Total";"Total";"";"";"Izurtza";"%";7,3
2018;"Total";"Total";"";"";"Karrantza Harana/Valle de Carranza";"%";21
2018;"Total";"Total";"";"";"Kortezubi";"%";4,6
2018;"Total";"Total";"";"";"Kripan";"%";6,4
2018;"Total";"Total";"";"";"Kuartango";"%";10,1
2018;"Total";"Total";"";"";"Labastida/Bastida";"%";15,3
2018;"Total";"Total";"";"";"Lagrán";"%";13,2
2018;"Total";"Total";"";"";"Laguardia";"%";8,6
2018;"Total";"Total";"";"";"Lanciego/Lantziego";"%";15,7
2018;"Total";"Total";"";"";"Lanestosa";"%";21,2
2018;"Total";"Total";"";"";"Lantarón";"%";10,7
2018;"Total";"Total";"";"";"Lapuebla de Labarca";"%";11,7
2018;"Total";"Total";"";"";"Larrabetzu";"%";7,4
2018;"Total";"Total";"";"";"Larraul";"%";8,1
2018;"Total";"Total";"";"";"Lasarte-Oria";"%";9,8
2018;"Total";"Total";"";"";"Laudio/Llodio";"%";12,9
2018;"Total";"Total";"";"";"Laukiz";"%";8,9
2018;"Total";"Total";"";"";"Lazkao";"%";7,5
2018;"Total";"Total";"";"";"Leaburu";"%";11,9
2018;"Total";"Total";"";"";"Legazpi";"%";8,4
2018;"Total";"Total";"";"";"Legorreta";"%";10,5
2018;"Total";"Total";"";"";"Legutio";"%";8,2
2018;"Total";"Total";"";"";"Leintz-Gatzaga";"%";6,4
2018;"Total";"Total";"";"";"Leioa";"%";10,7
2018;"Total";"Total";"";"";"Lekeitio";"%";11,4
2018;"Total";"Total";"";"";"Lemoa";"%";11,9
2018;"Total";"Total";"";"";"Lemoiz";"%";8,3
2018;"Total";"Total";"";"";"Leza";"%";6,6
2018;"Total";"Total";"";"";"Lezama";"%";7,9
2018;"Total";"Total";"";"";"Lezo";"%";8,5
2018;"Total";"Total";"";"";"Lizartza";"%";12,9
2018;"Total";"Total";"";"";"Loiu";"%";9
2018;"Total";"Total";"";"";"Mallabia";"%";7,8
2018;"Total";"Total";"";"";"Mañaria";"%";11,9
2018;"Total";"Total";"";"";"Markina-Xemein";"%";6,9
2018;"Total";"Total";"";"";"Maruri-Jatabe";"%";7,6
2018;"Total";"Total";"";"";"Mendaro";"%";8,8
2018;"Total";"Total";"";"";"Mendata";"%";5,2
2018;"Total";"Total";"";"";"Mendexa";"%";6,2
2018;"Total";"Total";"";"";"Meñaka";"%";6,3
2018;"Total";"Total";"";"";"Moreda de Álava/Moreda Araba";"%";16,5
2018;"Total";"Total";"";"";"Morga";"%";14,8
2018;"Total";"Total";"";"";"Mundaka";"%";10
2018;"Total";"Total";"";"";"Mungia";"%";10,3
2018;"Total";"Total";"";"";"Munitibar-Arbatzegi Gerrikaitz";"%";8,5
2018;"Total";"Total";"";"";"Murueta";"%";8,3
2018;"Total";"Total";"";"";"Muskiz";"%";12,1
2018;"Total";"Total";"";"";"Mutiloa";"%";3,3
2018;"Total";"Total";"";"";"Mutriku";"%";11,3
2018;"Total";"Total";"";"";"Muxika";"%";10,5
2018;"Total";"Total";"";"";"Nabarniz";"%";5,3
2018;"Total";"Total";"";"";"Navaridas";"%";7,4
2018;"Total";"Total";"";"";"Oiartzun";"%";7,6
2018;"Total";"Total";"";"";"Okondo";"%";11,6
2018;"Total";"Total";"";"";"Olaberria";"%";10
2018;"Total";"Total";"";"";"Ondarroa";"%";13,8
2018;"Total";"Total";"";"";"Oñati";"%";5,8
2018;"Total";"Total";"";"";"Ordizia";"%";9,5
2018;"Total";"Total";"";"";"Orendain";"%";3,8
2018;"Total";"Total";"";"";"Orexa";"%";1,9
2018;"Total";"Total";"";"";"Orio";"%";10,9
2018;"Total";"Total";"";"";"Ormaiztegi";"%";10,2
2018;"Total";"Total";"";"";"Orozko";"%";10
2018;"Total";"Total";"";"";"Ortuella";"%";15
2018;"Total";"Total";"";"";"Otxandio";"%";9
2018;"Total";"Total";"";"";"Oyón-Oion";"%";20
2018;"Total";"Total";"";"";"Pasaia";"%";12,4
2018;"Total";"Total";"";"";"Peñacerrada-Urizaharra";"%";6,6
2018;"Total";"Total";"";"";"Plentzia";"%";11,2
2018;"Total";"Total";"";"";"Portugalete";"%";14,2
2018;"Total";"Total";"";"";"Ribera Baja/Erriberabeitia";"%";13,6
2018;"Total";"Total";"";"";"Samaniego";"%";1,9
2018;"Total";"Total";"";"";"San Millán/Donemiliaga";"%";7,8
2018;"Total";"Total";"";"";"Santurtzi";"%";16,1
2018;"Total";"Total";"";"";"Segura";"%";7,7
2018;"Total";"Total";"";"";"Sestao";"%";18,7
2018;"Total";"Total";"";"";"Sondika";"%";8,6
2018;"Total";"Total";"";"";"Sopela";"%";10,4
2018;"Total";"Total";"";"";"Sopuerta";"%";11,6
2018;"Total";"Total";"";"";"Soraluze-Placencia de las Armas";"%";14,4
2018;"Total";"Total";"";"";"Sukarrieta";"%";12,4
2018;"Total";"Total";"";"";"Tolosa";"%";9,4
2018;"Total";"Total";"";"";"Trucios-Turtzioz";"%";21,5
2018;"Total";"Total";"";"";"Ubide";"%";8,8
2018;"Total";"Total";"";"";"Ugao-Miraballes";"%";12,1
2018;"Total";"Total";"";"";"Urduliz";"%";9,9
2018;"Total";"Total";"";"";"Urduña/Orduña";"%";14,5
2018;"Total";"Total";"";"";"Urkabustaiz";"%";9,1
2018;"Total";"Total";"";"";"Urnieta";"%";8
2018;"Total";"Total";"";"";"Urretxu";"%";9,1
2018;"Total";"Total";"";"";"Usurbil";"%";8,6
2018;"Total";"Total";"";"";"Valdegovía/Gaubea";"%";9,2
2018;"Total";"Total";"";"";"Valle de Trápaga-Trapagaran";"%";13,7
2018;"Total";"Total";"";"";"Villabona";"%";11,1
2018;"Total";"Total";"";"";"Villabuena de Álava/Eskuernaga";"%";4,3
2018;"Total";"Total";"";"";"Vitoria-Gasteiz";"%";11,9
2018;"Total";"Total";"";"";"Yécora/Iekora";"%";9,2
2018;"Total";"Total";"";"";"Zaldibar";"%";9,9
2018;"Total";"Total";"";"";"Zaldibia";"%";5,5
2018;"Total";"Total";"";"";"Zalduondo";"%";6,8
2018;"Total";"Total";"";"";"Zalla";"%";14,8
2018;"Total";"Total";"";"";"Zambrana";"%";19,6
2018;"Total";"Total";"";"";"Zamudio";"%";9,8
2018;"Total";"Total";"";"";"Zaratamo";"%";12,9
2018;"Total";"Total";"";"";"Zarautz";"%";8,6
2018;"Total";"Total";"";"";"Zeanuri";"%";6,5
2018;"Total";"Total";"";"";"Zeberio";"%";9,7
2018;"Total";"Total";"";"";"Zegama";"%";8,6
2018;"Total";"Total";"";"";"Zerain";"%";7,4
2018;"Total";"Total";"";"";"Zestoa";"%";11,7
2018;"Total";"Total";"";"";"Zierbena";"%";11,9
2018;"Total";"Total";"";"";"Zigoitia";"%";4,7
2018;"Total";"Total";"";"";"Ziortza-Bolibar";"%";9
2018;"Total";"Total";"";"";"Zizurkil";"%";10,5
2018;"Total";"Total";"";"";"Zuia";"%";5,5
2018;"Total";"Total";"";"";"Zumaia";"%";9,2
2018;"Total";"Total";"";"";"Zumarraga";"%";11,4
2018;"Total";"Total";"";"";"Añana (comarca)";"%";11,3
2018;"Total";"Total";"";"";"Arabako Errioxa / Rioja Alavesa";"%";13,4
2018;"Total";"Total";"";"";"Arabako Kantaurialdea / Cantábrica Alavesa";"%";12,1
2018;"Total";"Total";"";"";"Arabako Lautada / Llanada Alavesa";"%";11,8
2018;"Total";"Total";"";"";"Arabako Mendialdea / Montaña Alavesa";"%";9
2018;"Total";"Total";"";"";"Arratia-Nerbioi / Arratia-Nervión";"%";11,1
2018;"Total";"Total";"";"";"Bidasoa Beherea / Bajo Bidasoa";"%";11,9
2018;"Total";"Total";"";"";"Bilbo Handia / Gran Bilbao";"%";13,7
2018;"Total";"Total";"";"";"Debabarrena / Bajo Deba";"%";11,4
2018;"Total";"Total";"";"";"Debagoiena / Alto Deba";"%";8,2
2018;"Total";"Total";"";"";"Donostialdea";"%";9,7
2018;"Total";"Total";"";"";"Durangaldea / Duranguesado";"%";10
2018;"Total";"Total";"";"";"Enkartazioak / Encartaciones";"%";15,1
2018;"Total";"Total";"";"";"Gernika-Bermeo";"%";11,8
2018;"Total";"Total";"";"";"Goierri";"%";8,9
2018;"Total";"Total";"";"";"Gorbeialdea / Estribaciones del Gorbea";"%";6,3
2018;"Total";"Total";"";"";"Markina-Ondarroa";"%";10,6
2018;"Total";"Total";"";"";"Plentzia-Mungia";"%";10,3
2018;"Total";"Total";"";"";"Tolosaldea";"%";9,6
2018;"Total";"Total";"";"";"Urola Kosta";"%";9,2
2018;"Total";"Total";"";"";"Araba/Álava";"%";11,2
2018;"Total";"Total";"";"";"Bizkaia";"%";11,9
2018;"Total";"Total";"";"";"Gipuzkoa";"%";8,1
2016;"Total";"Total";"";"";"C.A. de Euskadi";"%";13,8
2016;"Total";"Total";"";"";"Abadiño";"%";12
2016;"Total";"Total";"";"";"Abaltzisketa";"%";7,5
2016;"Total";"Total";"";"";"Abanto y Ciérvana-Abanto Zierbena";"%";18,7
2016;"Total";"Total";"";"";"Aduna";"%";8,5
2016;"Total";"Total";"";"";"Agurain/Salvatierra";"%";16,6
2016;"Total";"Total";"";"";"Aia";"%";10,2
2016;"Total";"Total";"";"";"Aizarnazabal";"%";15,1
2016;"Total";"Total";"";"";"Ajangiz";"%";5,4
2016;"Total";"Total";"";"";"Albiztur";"%";4,8
2016;"Total";"Total";"";"";"Alegia";"%";16,4
2016;"Total";"Total";"";"";"Alegría-Dulantzi";"%";12,8
2016;"Total";"Total";"";"";"Alkiza";"%";9,7
2016;"Total";"Total";"";"";"Alonsotegi";"%";20
2016;"Total";"Total";"";"";"Altzaga";"%";6,8
2016;"Total";"Total";"";"";"Altzo";"%";12,1
2016;"Total";"Total";"";"";"Amezketa";"%";10,8
2016;"Total";"Total";"";"";"Amorebieta-Etxano";"%";12,6
2016;"Total";"Total";"";"";"Amoroto";"%";8,2
2016;"Total";"Total";"";"";"Amurrio";"%";15,8
2016;"Total";"Total";"";"";"Andoain";"%";13,7
2016;"Total";"Total";"";"";"Anoeta";"%";13,6
2016;"Total";"Total";"";"";"Antzuola";"%";8,5
2016;"Total";"Total";"";"";"Añana";"%";15,6
2016;"Total";"Total";"";"";"Arakaldo";"%";11,2
2016;"Total";"Total";"";"";"Arama";"%";5,9
2016;"Total";"Total";"";"";"Aramaio";"%";8,6
2016;"Total";"Total";"";"";"Arantzazu";"%";9,9
2016;"Total";"Total";"";"";"Areatza";"%";16,3
2016;"Total";"Total";"";"";"Aretxabaleta";"%";9,5
2016;"Total";"Total";"";"";"Armiñón";"%";12,1
2016;"Total";"Total";"";"";"Arraia-Maeztu";"%";8,9
2016;"Total";"Total";"";"";"Arrankudiaga-Zollo";"%";12,7
2016;"Total";"Total";"";"";"Arrasate/Mondragón";"%";14,5
2016;"Total";"Total";"";"";"Arratzu";"%";12,1
2016;"Total";"Total";"";"";"Arratzua-Ubarrundia";"%";7,3
2016;"Total";"Total";"";"";"Arrieta";"%";10,2
2016;"Total";"Total";"";"";"Arrigorriaga";"%";16,8
2016;"Total";"Total";"";"";"Artea";"%";11,3
2016;"Total";"Total";"";"";"Artzentales";"%";17,7
2016;"Total";"Total";"";"";"Artziniega";"%";16,4
2016;"Total";"Total";"";"";"Asparrena";"%";16,7
2016;"Total";"Total";"";"";"Asteasu";"%";9,2
2016;"Total";"Total";"";"";"Astigarraga";"%";10,1
2016;"Total";"Total";"";"";"Ataun";"%";9,4
2016;"Total";"Total";"";"";"Atxondo";"%";11,1
2016;"Total";"Total";"";"";"Aulesti";"%";7,1
2016;"Total";"Total";"";"";"Ayala/Aiara";"%";11,3
2016;"Total";"Total";"";"";"Azkoitia";"%";13,8
2016;"Total";"Total";"";"";"Azpeitia";"%";13,2
2016;"Total";"Total";"";"";"Bakio";"%";15,1
2016;"Total";"Total";"";"";"Baliarrain";"%";8,2
2016;"Total";"Total";"";"";"Balmaseda";"%";21,3
2016;"Total";"Total";"";"";"Baños de Ebro/Mañueta";"%";9,2
2016;"Total";"Total";"";"";"Barakaldo";"%";18,6
2016;"Total";"Total";"";"";"Barrika";"%";14,8
2016;"Total";"Total";"";"";"Barrundia";"%";7,4
2016;"Total";"Total";"";"";"Basauri";"%";18,2
2016;"Total";"Total";"";"";"Beasain";"%";12,4
2016;"Total";"Total";"";"";"Bedia";"%";14,6
2016;"Total";"Total";"";"";"Beizama";"%";14,5
2016;"Total";"Total";"";"";"Belauntza";"%";9,7
2016;"Total";"Total";"";"";"Berango";"%";13
2016;"Total";"Total";"";"";"Berantevilla";"%";17,3
2016;"Total";"Total";"";"";"Berastegi";"%";10
2016;"Total";"Total";"";"";"Bergara";"%";12
2016;"Total";"Total";"";"";"Bermeo";"%";18,3
2016;"Total";"Total";"";"";"Bernedo";"%";8,2
2016;"Total";"Total";"";"";"Berriatua";"%";12,9
2016;"Total";"Total";"";"";"Berriz";"%";13,3
2016;"Total";"Total";"";"";"Berrobi";"%";16,5
2016;"Total";"Total";"";"";"Bidania-Goiatz";"%";7,5
2016;"Total";"Total";"";"";"Bilbao";"%";18,7
2016;"Total";"Total";"";"";"Busturia";"%";18,9
2016;"Total";"Total";"";"";"Campezo/Kanpezu";"%";12,6
2016;"Total";"Total";"";"";"Deba";"%";11,7
2016;"Total";"Total";"";"";"Derio";"%";11,4
2016;"Total";"Total";"";"";"Dima";"%";9,9
2016;"Total";"Total";"";"";"Donostia / San Sebastián";"%";12,4
2016;"Total";"Total";"";"";"Durango";"%";12,6
2016;"Total";"Total";"";"";"Ea";"%";13,9
2016;"Total";"Total";"";"";"Eibar";"%";15,9
2016;"Total";"Total";"";"";"Elantxobe";"%";18,4
2016;"Total";"Total";"";"";"Elburgo/Burgelu";"%";6,9
2016;"Total";"Total";"";"";"Elciego";"%";12,5
2016;"Total";"Total";"";"";"Elduain";"%";8,4
2016;"Total";"Total";"";"";"Elgeta";"%";10,8
2016;"Total";"Total";"";"";"Elgoibar";"%";13
2016;"Total";"Total";"";"";"Elorrio";"%";11,2
2016;"Total";"Total";"";"";"Elvillar/Bilar";"%";11,3
2016;"Total";"Total";"";"";"Erandio";"%";17,3
2016;"Total";"Total";"";"";"Ereño";"%";8,9
2016;"Total";"Total";"";"";"Ermua";"%";16,5
2016;"Total";"Total";"";"";"Errenteria";"%";15,1
2016;"Total";"Total";"";"";"Errezil";"%";12,9
2016;"Total";"Total";"";"";"Erriberagoitia/Ribera Alta";"%";9,2
2016;"Total";"Total";"";"";"Errigoiti";"%";14,4
2016;"Total";"Total";"";"";"Eskoriatza";"%";12,3
2016;"Total";"Total";"";"";"Etxebarri";"%";13,8
2016;"Total";"Total";"";"";"Etxebarria";"%";9,7
2016;"Total";"Total";"";"";"Ezkio-Itsaso";"%";6,6
2016;"Total";"Total";"";"";"Forua";"%";15,7
2016;"Total";"Total";"";"";"Fruiz";"%";11,8
2016;"Total";"Total";"";"";"Gabiria";"%";4,8
2016;"Total";"Total";"";"";"Gaintza";"%";3,7
2016;"Total";"Total";"";"";"Galdakao";"%";13,5
2016;"Total";"Total";"";"";"Galdames";"%";14,6
2016;"Total";"Total";"";"";"Gamiz-Fika";"%";12,3
2016;"Total";"Total";"";"";"Garai";"%";9,2
2016;"Total";"Total";"";"";"Gatika";"%";11,8
2016;"Total";"Total";"";"";"Gautegiz Arteaga";"%";11,9
2016;"Total";"Total";"";"";"Gaztelu";"%";11
2016;"Total";"Total";"";"";"Gernika-Lumo";"%";14,6
2016;"Total";"Total";"";"";"Getaria";"%";12,8
2016;"Total";"Total";"";"";"Getxo";"%";13,9
2016;"Total";"Total";"";"";"Gizaburuaga";"%";9,5
2016;"Total";"Total";"";"";"Gordexola";"%";12,9
2016;"Total";"Total";"";"";"Gorliz";"%";15,5
2016;"Total";"Total";"";"";"Güeñes";"%";19,1
2016;"Total";"Total";"";"";"Harana/Valle de Arana";"%";13,9
2016;"Total";"Total";"";"";"Hernani";"%";13
2016;"Total";"Total";"";"";"Hernialde";"%";11,3
2016;"Total";"Total";"";"";"Hondarribia";"%";14,1
2016;"Total";"Total";"";"";"Ibarra";"%";14,2
2016;"Total";"Total";"";"";"Ibarrangelu";"%";12,6
2016;"Total";"Total";"";"";"Idiazabal";"%";9,2
2016;"Total";"Total";"";"";"Igorre";"%";13,9
2016;"Total";"Total";"";"";"Ikaztegieta";"%";17,3
2016;"Total";"Total";"";"";"Irun";"%";16,9
2016;"Total";"Total";"";"";"Iruña Oka/Iruña de Oca";"%";12,1
2016;"Total";"Total";"";"";"Irura";"%";10,3
2016;"Total";"Total";"";"";"Iruraiz-Gauna";"%";5,7
2016;"Total";"Total";"";"";"Ispaster";"%";7,4
2016;"Total";"Total";"";"";"Itsasondo";"%";12
2016;"Total";"Total";"";"";"Iurreta";"%";16,1
2016;"Total";"Total";"";"";"Izurtza";"%";16,2
2016;"Total";"Total";"";"";"Karrantza Harana/Valle de Carranza";"%";23,2
2016;"Total";"Total";"";"";"Kortezubi";"%";7,2
2016;"Total";"Total";"";"";"Kripan";"%";7,9
2016;"Total";"Total";"";"";"Kuartango";"%";7,7
2016;"Total";"Total";"";"";"Labastida/Bastida";"%";17,7
2016;"Total";"Total";"";"";"Lagrán";"%";17,1
2016;"Total";"Total";"";"";"Laguardia";"%";12,5
2016;"Total";"Total";"";"";"Lanciego/Lantziego";"%";16,2
2016;"Total";"Total";"";"";"Lanestosa";"%";26,4
2016;"Total";"Total";"";"";"Lantarón";"%";18,5
2016;"Total";"Total";"";"";"Lapuebla de Labarca";"%";13,2
2016;"Total";"Total";"";"";"Larrabetzu";"%";9,8
2016;"Total";"Total";"";"";"Larraul";"%";9,4
2016;"Total";"Total";"";"";"Lasarte-Oria";"%";14,1
2016;"Total";"Total";"";"";"Laudio/Llodio";"%";16,1
2016;"Total";"Total";"";"";"Laukiz";"%";10,4
2016;"Total";"Total";"";"";"Lazkao";"%";9,7
2016;"Total";"Total";"";"";"Leaburu";"%";14,2
2016;"Total";"Total";"";"";"Legazpi";"%";10,5
2016;"Total";"Total";"";"";"Legorreta";"%";11,9
2016;"Total";"Total";"";"";"Legutio";"%";13,3
2016;"Total";"Total";"";"";"Leintz-Gatzaga";"%";9,2
2016;"Total";"Total";"";"";"Leioa";"%";14,3
2016;"Total";"Total";"";"";"Lekeitio";"%";14,7
2016;"Total";"Total";"";"";"Lemoa";"%";14,9
2016;"Total";"Total";"";"";"Lemoiz";"%";13,2
2016;"Total";"Total";"";"";"Leza";"%";10,4
2016;"Total";"Total";"";"";"Lezama";"%";10,1
2016;"Total";"Total";"";"";"Lezo";"%";12,3
2016;"Total";"Total";"";"";"Lizartza";"%";10,5
2016;"Total";"Total";"";"";"Loiu";"%";10,4
2016;"Total";"Total";"";"";"Mallabia";"%";10,2
2016;"Total";"Total";"";"";"Mañaria";"%";12,1
2016;"Total";"Total";"";"";"Markina-Xemein";"%";12,6
2016;"Total";"Total";"";"";"Maruri-Jatabe";"%";9,1
2016;"Total";"Total";"";"";"Mendaro";"%";12,1
2016;"Total";"Total";"";"";"Mendata";"%";8,9
2016;"Total";"Total";"";"";"Mendexa";"%";12,1
2016;"Total";"Total";"";"";"Meñaka";"%";8,7
2016;"Total";"Total";"";"";"Moreda de Álava/Moreda Araba";"%";20,2
2016;"Total";"Total";"";"";"Morga";"%";9,2
2016;"Total";"Total";"";"";"Mundaka";"%";13,3
2016;"Total";"Total";"";"";"Mungia";"%";14,1
2016;"Total";"Total";"";"";"Munitibar-Arbatzegi Gerrikaitz";"%";11,2
2016;"Total";"Total";"";"";"Murueta";"%";9
2016;"Total";"Total";"";"";"Muskiz";"%";17,7
2016;"Total";"Total";"";"";"Mutiloa";"%";6,1
2016;"Total";"Total";"";"";"Mutriku";"%";14,8
2016;"Total";"Total";"";"";"Muxika";"%";11,7
2016;"Total";"Total";"";"";"Nabarniz";"%";8,4
2016;"Total";"Total";"";"";"Navaridas";"%";9,3
2016;"Total";"Total";"";"";"Oiartzun";"%";10,5
2016;"Total";"Total";"";"";"Okondo";"%";16,3
2016;"Total";"Total";"";"";"Olaberria";"%";12,4
2016;"Total";"Total";"";"";"Ondarroa";"%";16,7
2016;"Total";"Total";"";"";"Oñati";"%";8,2
2016;"Total";"Total";"";"";"Ordizia";"%";13,1
2016;"Total";"Total";"";"";"Orendain";"%";5,7
2016;"Total";"Total";"";"";"Orexa";"%";1,7
