Año;Ámbito Territorial;Valor;Magnitud
2004;"Santurtzi";18,56;"Por 1.000 habitantes"
2004;"Segura";1,18;"Por 1.000 habitantes"
2004;"Sestao";15,68;"Por 1.000 habitantes"
2004;"Sondika";4,44;"Por 1.000 habitantes"
2004;"Sopela";7,82;"Por 1.000 habitantes"
2004;"Sopuerta";5,51;"Por 1.000 habitantes"
2004;"Soraluze-Placencia de las Armas";8,37;"Por 1.000 habitantes"
2004;"Sukarrieta";4,53;"Por 1.000 habitantes"
2004;"Tolosa";7,85;"Por 1.000 habitantes"
2004;"Trucios-Turtzioz";2,79;"Por 1.000 habitantes"
2004;"Ubide";9,32;"Por 1.000 habitantes"
2004;"Ugao-Miraballes";6,29;"Por 1.000 habitantes"
2004;"Urduliz";6,07;"Por 1.000 habitantes"
2004;"Urduña/Orduña";11,83;"Por 1.000 habitantes"
2004;"Urkabustaiz";4,76;"Por 1.000 habitantes"
2004;"Urnieta";5,74;"Por 1.000 habitantes"
2004;"Urretxu";14;"Por 1.000 habitantes"
2004;"Usansolo";2,91;"Por 1.000 habitantes"
2004;"Usurbil";5,57;"Por 1.000 habitantes"
2004;"Valdegovía/Gaubea";10,24;"Por 1.000 habitantes"
2004;"Valle de Trápaga-Trapagaran";9,17;"Por 1.000 habitantes"
2004;"Villabona";8,25;"Por 1.000 habitantes"
2004;"Vitoria-Gasteiz";17,38;"Por 1.000 habitantes"
2004;"Zaldibar";2,15;"Por 1.000 habitantes"
2004;"Zaldibia";8,26;"Por 1.000 habitantes"
2004;"Zalla";10,92;"Por 1.000 habitantes"
2004;"Zambrana";4,2;"Por 1.000 habitantes"
2004;"Zamudio";5,18;"Por 1.000 habitantes"
2004;"Zaratamo";7,89;"Por 1.000 habitantes"
2004;"Zarautz";3,8;"Por 1.000 habitantes"
2004;"Zeanuri";6,54;"Por 1.000 habitantes"
2004;"Zeberio";4,74;"Por 1.000 habitantes"
2004;"Zegama";3,86;"Por 1.000 habitantes"
2004;"Zerain";6,22;"Por 1.000 habitantes"
2004;"Zestoa";6,39;"Por 1.000 habitantes"
2004;"Zierbena";6,29;"Por 1.000 habitantes"
2004;"Zigoitia";1,05;"Por 1.000 habitantes"
2004;"Ziortza-Bolibar";3,02;"Por 1.000 habitantes"
2004;"Zizurkil";8,11;"Por 1.000 habitantes"
2004;"Zuia";3,6;"Por 1.000 habitantes"
2004;"Zumaia";4,69;"Por 1.000 habitantes"
2004;"Zumarraga";6,03;"Por 1.000 habitantes"
2005;"Abadiño";3,41;"Por 1.000 habitantes"
2005;"Abaltzisketa";5,07;"Por 1.000 habitantes"
2005;"Abanto y Ciérvana-Abanto Zierbena";12,52;"Por 1.000 habitantes"
2005;"Aduna";4,19;"Por 1.000 habitantes"
2005;"Aia";5,58;"Por 1.000 habitantes"
2005;"Aizarnazabal";2,4;"Por 1.000 habitantes"
2005;"Ajangiz";3,49;"Por 1.000 habitantes"
2005;"Alegia";6,72;"Por 1.000 habitantes"
2005;"Alegría-Dulantzi";5,54;"Por 1.000 habitantes"
2005;"Alkiza";4,79;"Por 1.000 habitantes"
2005;"Alonsotegi";17,26;"Por 1.000 habitantes"
2005;"Amorebieta-Etxano";8,48;"Por 1.000 habitantes"
2005;"Amurrio";4,04;"Por 1.000 habitantes"
2005;"Andoain";7,77;"Por 1.000 habitantes"
2005;"Anoeta";5,14;"Por 1.000 habitantes"
2005;"Antzuola";4,75;"Por 1.000 habitantes"
2005;"Arakaldo";16,3;"Por 1.000 habitantes"
2005;"Arantzazu";5,05;"Por 1.000 habitantes"
2005;"Areatza";14,41;"Por 1.000 habitantes"
2005;"Aretxabaleta";4,38;"Por 1.000 habitantes"
2005;"Armiñón";11,54;"Por 1.000 habitantes"
2005;"Arraia-Maeztu";5,65;"Por 1.000 habitantes"
2005;"Arrankudiaga-Zollo";1,79;"Por 1.000 habitantes"
2005;"Arrasate/Mondragón";2,96;"Por 1.000 habitantes"
2005;"Arratzua-Ubarrundia";1,74;"Por 1.000 habitantes"
2005;"Arrieta";2,76;"Por 1.000 habitantes"
2005;"Arrigorriaga";12,14;"Por 1.000 habitantes"
2005;"Artea";2,26;"Por 1.000 habitantes"
2005;"Artzentales";2,21;"Por 1.000 habitantes"
2005;"Artziniega";12,03;"Por 1.000 habitantes"
2005;"Asparrena";8,88;"Por 1.000 habitantes"
2005;"Asteasu";7,07;"Por 1.000 habitantes"
2005;"Astigarraga";6,43;"Por 1.000 habitantes"
2005;"Ataun";0,95;"Por 1.000 habitantes"
2005;"Atxondo";5,67;"Por 1.000 habitantes"
2005;"Aulesti";2,25;"Por 1.000 habitantes"
2005;"Ayala/Aiara";4,93;"Por 1.000 habitantes"
2005;"Azkoitia";5,01;"Por 1.000 habitantes"
2005;"Azpeitia";6,24;"Por 1.000 habitantes"
2005;"Bakio";6,21;"Por 1.000 habitantes"
2005;"Balmaseda";9,4;"Por 1.000 habitantes"
2005;"Barakaldo";7,5;"Por 1.000 habitantes"
2005;"Barrika";1,1;"Por 1.000 habitantes"
2005;"Basauri";7,26;"Por 1.000 habitantes"
2005;"Beasain";5,36;"Por 1.000 habitantes"
2005;"Bedia";7,24;"Por 1.000 habitantes"
2005;"Berango";4,13;"Por 1.000 habitantes"
2005;"Berantevilla";3,34;"Por 1.000 habitantes"
2005;"Berastegi";1,54;"Por 1.000 habitantes"
2005;"Bergara";5,51;"Por 1.000 habitantes"
2005;"Bermeo";7,65;"Por 1.000 habitantes"
2005;"Bernedo";2,65;"Por 1.000 habitantes"
2005;"Berriatua";1,32;"Por 1.000 habitantes"
2005;"Berriz";8,64;"Por 1.000 habitantes"
2005;"Bidania-Goiatz";3,2;"Por 1.000 habitantes"
2005;"Bilbao";18,68;"Por 1.000 habitantes"
2005;"Busturia";9,94;"Por 1.000 habitantes"
2005;"Campezo/Kanpezu";1,39;"Por 1.000 habitantes"
2005;"Deba";2,09;"Por 1.000 habitantes"
2005;"Derio";2,53;"Por 1.000 habitantes"
2005;"Dima";1,25;"Por 1.000 habitantes"
2005;"Donostia / San Sebastián";13,63;"Por 1.000 habitantes"
2005;"Durango";3,39;"Por 1.000 habitantes"
2005;"Ea";1,75;"Por 1.000 habitantes"
2005;"Eibar";6,63;"Por 1.000 habitantes"
2005;"Elantxobe";13,54;"Por 1.000 habitantes"
2005;"Elciego";1,53;"Por 1.000 habitantes"
2005;"Elduain";6,88;"Por 1.000 habitantes"
2005;"Elgeta";1,5;"Por 1.000 habitantes"
2005;"Elgoibar";4,68;"Por 1.000 habitantes"
2005;"Elorrio";3,28;"Por 1.000 habitantes"
2005;"Elvillar/Bilar";4,3;"Por 1.000 habitantes"
2005;"Erandio";22,86;"Por 1.000 habitantes"
2005;"Ermua";14,39;"Por 1.000 habitantes"
2005;"Errenteria";10,02;"Por 1.000 habitantes"
2005;"Errezil";6,56;"Por 1.000 habitantes"
2005;"Erriberagoitia/Ribera Alta";2,14;"Por 1.000 habitantes"
2005;"Eskoriatza";3,59;"Por 1.000 habitantes"
2005;"Etxebarri";23,36;"Por 1.000 habitantes"
2005;"Etxebarria";1,88;"Por 1.000 habitantes"
2005;"Ezkio-Itsaso";2,66;"Por 1.000 habitantes"
2005;"Forua";23,81;"Por 1.000 habitantes"
2005;"Fruiz";3,76;"Por 1.000 habitantes"
2005;"Gabiria";3,62;"Por 1.000 habitantes"
2005;"Galdakao";7,22;"Por 1.000 habitantes"
2005;"Galdames";7,27;"Por 1.000 habitantes"
2005;"Gamiz-Fika";7,85;"Por 1.000 habitantes"
2005;"Gatika";4,26;"Por 1.000 habitantes"
2005;"Gautegiz Arteaga";4,59;"Por 1.000 habitantes"
2005;"Gernika-Lumo";18,28;"Por 1.000 habitantes"
2005;"Getaria";4,04;"Por 1.000 habitantes"
2005;"Getxo";10,37;"Por 1.000 habitantes"
2005;"Gizaburuaga";9,2;"Por 1.000 habitantes"
2005;"Gordexola";13,67;"Por 1.000 habitantes"
2005;"Gorliz";6,85;"Por 1.000 habitantes"
2005;"Güeñes";16,96;"Por 1.000 habitantes"
2005;"Harana/Valle de Arana";4,42;"Por 1.000 habitantes"
2005;"Hernani";8,47;"Por 1.000 habitantes"
2005;"Hernialde";4,62;"Por 1.000 habitantes"
2005;"Hondarribia";4,3;"Por 1.000 habitantes"
2005;"Ibarra";5,41;"Por 1.000 habitantes"
2005;"Ibarrangelu";6,85;"Por 1.000 habitantes"
2005;"Idiazabal";2,36;"Por 1.000 habitantes"
2005;"Igorre";5,3;"Por 1.000 habitantes"
2005;"Ikaztegieta";11,49;"Por 1.000 habitantes"
2005;"Irun";7,69;"Por 1.000 habitantes"
2005;"Irura";5,88;"Por 1.000 habitantes"
2005;"Iruña Oka/Iruña de Oca";13,64;"Por 1.000 habitantes"
2005;"Ispaster";6,46;"Por 1.000 habitantes"
2005;"Itsasondo";8,58;"Por 1.000 habitantes"
2005;"Iurreta";4,64;"Por 1.000 habitantes"
2005;"Izurtza";5,95;"Por 1.000 habitantes"
2005;"Karrantza Harana/Valle de Carranza";8,2;"Por 1.000 habitantes"
2005;"Kuartango";4,21;"Por 1.000 habitantes"
2005;"Labastida/Bastida";4,89;"Por 1.000 habitantes"
2005;"Laguardia";0,97;"Por 1.000 habitantes"
2005;"Lanciego/Lantziego";2,21;"Por 1.000 habitantes"
2005;"Lanestosa";5,05;"Por 1.000 habitantes"
2005;"Lantarón";4,18;"Por 1.000 habitantes"
2005;"Lapuebla de Labarca";1,79;"Por 1.000 habitantes"
2005;"Larrabetzu";3,55;"Por 1.000 habitantes"
2005;"Larraul";7,46;"Por 1.000 habitantes"
2005;"Lasarte-Oria";8,28;"Por 1.000 habitantes"
2005;"Laudio/Llodio";9,16;"Por 1.000 habitantes"
2005;"Lazkao";4,97;"Por 1.000 habitantes"
2005;"Leaburu";4,02;"Por 1.000 habitantes"
2005;"Legazpi";3,16;"Por 1.000 habitantes"
2005;"Legorreta";6,46;"Por 1.000 habitantes"
2005;"Legutio";4,67;"Por 1.000 habitantes"
2005;"Leintz-Gatzaga";6,05;"Por 1.000 habitantes"
2005;"Leioa";13,18;"Por 1.000 habitantes"
2005;"Lekeitio";4,41;"Por 1.000 habitantes"
2005;"Lemoa";2,44;"Por 1.000 habitantes"
2005;"Lemoiz";4,19;"Por 1.000 habitantes"
2005;"Leza";6,7;"Por 1.000 habitantes"
2005;"Lezama";1,72;"Por 1.000 habitantes"
2005;"Lezo";9,16;"Por 1.000 habitantes"
2005;"Lizartza";2,49;"Por 1.000 habitantes"
2005;"Mallabia";7,05;"Por 1.000 habitantes"
2005;"Markina-Xemein";2,68;"Por 1.000 habitantes"
2005;"Maruri-Jatabe";1,81;"Por 1.000 habitantes"
2005;"Mendaro";7,16;"Por 1.000 habitantes"
2005;"Mendexa";3,73;"Por 1.000 habitantes"
2005;"Moreda de Álava/Moreda Araba";4,97;"Por 1.000 habitantes"
2005;"Mundaka";19,94;"Por 1.000 habitantes"
2005;"Mungia";8,86;"Por 1.000 habitantes"
2005;"Munitibar-Arbatzegi Gerrikaitz";3,92;"Por 1.000 habitantes"
2005;"Murueta";20,76;"Por 1.000 habitantes"
2005;"Muskiz";8,33;"Por 1.000 habitantes"
2005;"Mutriku";1,25;"Por 1.000 habitantes"
2005;"Muxika";12,52;"Por 1.000 habitantes"
2005;"Nabarniz";6,64;"Por 1.000 habitantes"
2005;"Oiartzun";11,17;"Por 1.000 habitantes"
2005;"Okondo";16,36;"Por 1.000 habitantes"
2005;"Olaberria";4,46;"Por 1.000 habitantes"
2005;"Ondarroa";4,59;"Por 1.000 habitantes"
2005;"Ordizia";5,05;"Por 1.000 habitantes"
2005;"Orio";4,05;"Por 1.000 habitantes"
2005;"Ormaiztegi";1,19;"Por 1.000 habitantes"
2005;"Orozko";4,33;"Por 1.000 habitantes"
2005;"Ortuella";15,02;"Por 1.000 habitantes"
2005;"Otxandio";1,33;"Por 1.000 habitantes"
2005;"Oyón-Oion";4,86;"Por 1.000 habitantes"
2005;"Oñati";4,14;"Por 1.000 habitantes"
2005;"Pasaia";9,28;"Por 1.000 habitantes"
2005;"Peñacerrada-Urizaharra";5,93;"Por 1.000 habitantes"
2005;"Plentzia";8,33;"Por 1.000 habitantes"
2005;"Portugalete";9,24;"Por 1.000 habitantes"
2005;"Ribera Baja/Erriberabeitia";4,42;"Por 1.000 habitantes"
2005;"Agurain/Salvatierra";14,65;"Por 1.000 habitantes"
2005;"Samaniego";4,66;"Por 1.000 habitantes"
2005;"San Millán/Donemiliaga";2,06;"Por 1.000 habitantes"
2005;"Santurtzi";18,36;"Por 1.000 habitantes"
2005;"Segura";1,17;"Por 1.000 habitantes"
2005;"Sestao";25,26;"Por 1.000 habitantes"
2005;"Sondika";4,41;"Por 1.000 habitantes"
2005;"Sopela";6,44;"Por 1.000 habitantes"
2005;"Sopuerta";6,74;"Por 1.000 habitantes"
2005;"Soraluze-Placencia de las Armas";15,13;"Por 1.000 habitantes"
2005;"Sukarrieta";11,9;"Por 1.000 habitantes"
2005;"Tolosa";4,05;"Por 1.000 habitantes"
2005;"Trucios-Turtzioz";2,81;"Por 1.000 habitantes"
2005;"Ubide";9,55;"Por 1.000 habitantes"
2005;"Ugao-Miraballes";7,29;"Por 1.000 habitantes"
2005;"Urduliz";6,8;"Por 1.000 habitantes"
2005;"Urduña/Orduña";12,07;"Por 1.000 habitantes"
2005;"Urkabustaiz";4,62;"Por 1.000 habitantes"
2005;"Urnieta";4,65;"Por 1.000 habitantes"
2005;"Urretxu";11,77;"Por 1.000 habitantes"
2005;"Usansolo";7,22;"Por 1.000 habitantes"
2005;"Usurbil";5,52;"Por 1.000 habitantes"
2005;"Valdegovía/Gaubea";10,01;"Por 1.000 habitantes"
2005;"Valle de Trápaga-Trapagaran";9,94;"Por 1.000 habitantes"
2005;"Villabona";7,33;"Por 1.000 habitantes"
2005;"Vitoria-Gasteiz";16,14;"Por 1.000 habitantes"
2005;"Zaldibar";2,13;"Por 1.000 habitantes"
2005;"Zaldibia";5,56;"Por 1.000 habitantes"
2005;"Zalla";13,92;"Por 1.000 habitantes"
2005;"Zambrana";4,21;"Por 1.000 habitantes"
2005;"Zamudio";5,09;"Por 1.000 habitantes"
2005;"Zaratamo";7,81;"Por 1.000 habitantes"
2005;"Zarautz";3,75;"Por 1.000 habitantes"
2005;"Zeanuri";4,86;"Por 1.000 habitantes"
2005;"Zeberio";7,53;"Por 1.000 habitantes"
2005;"Zegama";2,99;"Por 1.000 habitantes"
2005;"Zerain";6,17;"Por 1.000 habitantes"
2005;"Zestoa";5,12;"Por 1.000 habitantes"
2005;"Zierbena";6,27;"Por 1.000 habitantes"
2005;"Zigoitia";1,04;"Por 1.000 habitantes"
2005;"Ziortza-Bolibar";2,68;"Por 1.000 habitantes"
2005;"Zizurkil";7,25;"Por 1.000 habitantes"
2005;"Zuia";3,51;"Por 1.000 habitantes"
2005;"Zumaia";4,66;"Por 1.000 habitantes"
2005;"Zumarraga";7,24;"Por 1.000 habitantes"
2007;"Abadiño";5,97;"Por 1.000 habitantes"
2007;"Abanto y Ciérvana-Abanto Zierbena";14;"Por 1.000 habitantes"
2007;"Aduna";2,72;"Por 1.000 habitantes"
2007;"Aia";2,19;"Por 1.000 habitantes"
2007;"Aizarnazabal";3,17;"Por 1.000 habitantes"
2007;"Alegia";10,13;"Por 1.000 habitantes"
2007;"Alegría-Dulantzi";7,47;"Por 1.000 habitantes"
2007;"Alkiza";6,04;"Por 1.000 habitantes"
2007;"Alonsotegi";13,79;"Por 1.000 habitantes"
2007;"Altzaga";6,49;"Por 1.000 habitantes"
2007;"Altzo";5,18;"Por 1.000 habitantes"
2007;"Amezketa";1,05;"Por 1.000 habitantes"
2007;"Amorebieta-Etxano";10,19;"Por 1.000 habitantes"
2007;"Amurrio";6,53;"Por 1.000 habitantes"
2007;"Andoain";8,9;"Por 1.000 habitantes"
2007;"Anoeta";8,47;"Por 1.000 habitantes"
2007;"Antzuola";3,77;"Por 1.000 habitantes"
2007;"Aramaio";3,27;"Por 1.000 habitantes"
2007;"Arantzazu";3,31;"Por 1.000 habitantes"
2007;"Areatza";13,81;"Por 1.000 habitantes"
2007;"Aretxabaleta";4,87;"Por 1.000 habitantes"
2007;"Arraia-Maeztu";1,41;"Por 1.000 habitantes"
2007;"Arrankudiaga-Zollo";3,45;"Por 1.000 habitantes"
2007;"Arrasate/Mondragón";2,98;"Por 1.000 habitantes"
2007;"Arratzu";2,87;"Por 1.000 habitantes"
2007;"Arratzua-Ubarrundia";3,34;"Por 1.000 habitantes"
2007;"Arrieta";5,46;"Por 1.000 habitantes"
2007;"Arrigorriaga";14,3;"Por 1.000 habitantes"
2007;"Artea";2,87;"Por 1.000 habitantes"
2007;"Artzentales";7,2;"Por 1.000 habitantes"
2007;"Artziniega";15,52;"Por 1.000 habitantes"
2007;"Asparrena";17,06;"Por 1.000 habitantes"
2007;"Asteasu";6,18;"Por 1.000 habitantes"
2007;"Astigarraga";6,12;"Por 1.000 habitantes"
2007;"Ataun";1,24;"Por 1.000 habitantes"
2007;"Atxondo";9,67;"Por 1.000 habitantes"
2007;"Aulesti";2,96;"Por 1.000 habitantes"
2007;"Ayala/Aiara";5,99;"Por 1.000 habitantes"
2007;"Azkoitia";8,09;"Por 1.000 habitantes"
2007;"Azpeitia";6,9;"Por 1.000 habitantes"
2007;"Bakio";5,86;"Por 1.000 habitantes"
2007;"Baliarrain";10,64;"Por 1.000 habitantes"
2007;"Balmaseda";14,35;"Por 1.000 habitantes"
2007;"Barakaldo";8,09;"Por 1.000 habitantes"
2007;"Barrika";4,3;"Por 1.000 habitantes"
2007;"Basauri";10,46;"Por 1.000 habitantes"
2007;"Beasain";6,03;"Por 1.000 habitantes"
2007;"Bedia";2,04;"Por 1.000 habitantes"
2007;"Berango";5,63;"Por 1.000 habitantes"
2007;"Berantevilla";4,23;"Por 1.000 habitantes"
2007;"Berastegi";3;"Por 1.000 habitantes"
2007;"Bergara";6,89;"Por 1.000 habitantes"
2007;"Bermeo";17;"Por 1.000 habitantes"
2007;"Berriz";4,57;"Por 1.000 habitantes"
2007;"Berrobi";8,64;"Por 1.000 habitantes"
2007;"Bidania-Goiatz";2,1;"Por 1.000 habitantes"
2007;"Bilbao";20;"Por 1.000 habitantes"
2007;"Busturia";11,08;"Por 1.000 habitantes"
2007;"Campezo/Kanpezu";6,37;"Por 1.000 habitantes"
2007;"Deba";2,05;"Por 1.000 habitantes"
2007;"Derio";5,57;"Por 1.000 habitantes"
2007;"Dima";4,85;"Por 1.000 habitantes"
2007;"Donostia / San Sebastián";14,09;"Por 1.000 habitantes"
2007;"Durango";5,9;"Por 1.000 habitantes"
2007;"Ea";3,43;"Por 1.000 habitantes"
2007;"Eibar";7,95;"Por 1.000 habitantes"
2007;"Elantxobe";20,32;"Por 1.000 habitantes"
2007;"Elciego";1,92;"Por 1.000 habitantes"
2007;"Elduain";4,35;"Por 1.000 habitantes"
2007;"Elgeta";4,91;"Por 1.000 habitantes"
2007;"Elgoibar";7,08;"Por 1.000 habitantes"
2007;"Elorrio";5,76;"Por 1.000 habitantes"
2007;"Erandio";24,67;"Por 1.000 habitantes"
2007;"Ermua";15,79;"Por 1.000 habitantes"
2007;"Errenteria";7,15;"Por 1.000 habitantes"
2007;"Errezil";6,43;"Por 1.000 habitantes"
2007;"Erriberagoitia/Ribera Alta";3,97;"Por 1.000 habitantes"
2007;"Errigoiti";1,95;"Por 1.000 habitantes"
2007;"Eskoriatza";3,51;"Por 1.000 habitantes"
2007;"Etxebarri";13,83;"Por 1.000 habitantes"
2007;"Ezkio-Itsaso";3,59;"Por 1.000 habitantes"
2007;"Forua";11,41;"Por 1.000 habitantes"
2007;"Fruiz";4,95;"Por 1.000 habitantes"
2007;"Gabiria";2,3;"Por 1.000 habitantes"
2007;"Galdakao";8,07;"Por 1.000 habitantes"
2007;"Galdames";8,48;"Por 1.000 habitantes"
2007;"Gamiz-Fika";7,81;"Por 1.000 habitantes"
2007;"Garai";3,23;"Por 1.000 habitantes"
2007;"Gatika";3,39;"Por 1.000 habitantes"
2007;"Gautegiz Arteaga";8;"Por 1.000 habitantes"
2007;"Gernika-Lumo";10,77;"Por 1.000 habitantes"
2007;"Getaria";3,57;"Por 1.000 habitantes"
2007;"Getxo";12,32;"Por 1.000 habitantes"
2007;"Gizaburuaga";5,62;"Por 1.000 habitantes"
2007;"Gordexola";12,58;"Por 1.000 habitantes"
2007;"Gorliz";6,52;"Por 1.000 habitantes"
2007;"Güeñes";16,14;"Por 1.000 habitantes"
2007;"Hernani";5,63;"Por 1.000 habitantes"
2007;"Hernialde";3;"Por 1.000 habitantes"
2007;"Hondarribia";6,29;"Por 1.000 habitantes"
2007;"Ibarra";6,36;"Por 1.000 habitantes"
2007;"Ibarrangelu";3,33;"Por 1.000 habitantes"
2007;"Idiazabal";2,77;"Por 1.000 habitantes"
2007;"Igorre";9,59;"Por 1.000 habitantes"
2007;"Ikaztegieta";8,93;"Por 1.000 habitantes"
2007;"Irun";10,62;"Por 1.000 habitantes"
2007;"Irura";4,55;"Por 1.000 habitantes"
2007;"Iruraiz-Gauna";1,95;"Por 1.000 habitantes"
2007;"Iruña Oka/Iruña de Oca";9,21;"Por 1.000 habitantes"
2007;"Ispaster";6,23;"Por 1.000 habitantes"
2007;"Itsasondo";3,29;"Por 1.000 habitantes"
2007;"Iurreta";8,34;"Por 1.000 habitantes"
2007;"Izurtza";3,91;"Por 1.000 habitantes"
2007;"Karrantza Harana/Valle de Carranza";6,07;"Por 1.000 habitantes"
2007;"Labastida/Bastida";9,98;"Por 1.000 habitantes"
2007;"Laguardia";3,25;"Por 1.000 habitantes"
2007;"Lanciego/Lantziego";4,29;"Por 1.000 habitantes"
2007;"Lanestosa";6,67;"Por 1.000 habitantes"
2007;"Lantarón";2,09;"Por 1.000 habitantes"
2007;"Lapuebla de Labarca";4,44;"Por 1.000 habitantes"
2007;"Larrabetzu";3,91;"Por 1.000 habitantes"
2007;"Larraul";4,5;"Por 1.000 habitantes"
2007;"Lasarte-Oria";8,66;"Por 1.000 habitantes"
2007;"Laudio/Llodio";9,05;"Por 1.000 habitantes"
2007;"Lazkao";4,84;"Por 1.000 habitantes"
2007;"Leaburu";2,65;"Por 1.000 habitantes"
2007;"Legazpi";3,6;"Por 1.000 habitantes"
2007;"Legorreta";11,96;"Por 1.000 habitantes"
2007;"Legutio";10,75;"Por 1.000 habitantes"
2007;"Leintz-Gatzaga";15,81;"Por 1.000 habitantes"
2007;"Leioa";13,86;"Por 1.000 habitantes"
2007;"Lekeitio";7,29;"Por 1.000 habitantes"
2007;"Lemoa";6,27;"Por 1.000 habitantes"
2007;"Lemoiz";5,96;"Por 1.000 habitantes"
2007;"Leza";4,31;"Por 1.000 habitantes"
2007;"Lezama";4,55;"Por 1.000 habitantes"
2007;"Lezo";11,58;"Por 1.000 habitantes"
2007;"Lizartza";3,26;"Por 1.000 habitantes"
2007;"Loiu";3,35;"Por 1.000 habitantes"
2007;"Mallabia";6,9;"Por 1.000 habitantes"
2007;"Markina-Xemein";7,03;"Por 1.000 habitantes"
2007;"Maruri-Jatabe";3,55;"Por 1.000 habitantes"
2007;"Mañaria";2,11;"Por 1.000 habitantes"
2007;"Mendaro";7,91;"Por 1.000 habitantes"
2007;"Mendata";2,67;"Por 1.000 habitantes"
2007;"Mendexa";7,09;"Por 1.000 habitantes"
2007;"Mundaka";7,03;"Por 1.000 habitantes"
2007;"Mungia";8,5;"Por 1.000 habitantes"
2007;"Munitibar-Arbatzegi Gerrikaitz";2,58;"Por 1.000 habitantes"
2007;"Murueta";6,67;"Por 1.000 habitantes"
2007;"Muskiz";11,28;"Por 1.000 habitantes"
2007;"Mutriku";3,69;"Por 1.000 habitantes"
2007;"Muxika";4,28;"Por 1.000 habitantes"
2007;"Nabarniz";4,39;"Por 1.000 habitantes"
2007;"Oiartzun";11,09;"Por 1.000 habitantes"
2007;"Okondo";8,4;"Por 1.000 habitantes"
2007;"Olaberria";4,3;"Por 1.000 habitantes"
2007;"Ondarroa";7,77;"Por 1.000 habitantes"
2007;"Ordizia";6,7;"Por 1.000 habitantes"
2007;"Orio";3,91;"Por 1.000 habitantes"
2007;"Ormaiztegi";1,54;"Por 1.000 habitantes"
2007;"Orozko";3,35;"Por 1.000 habitantes"
2007;"Ortuella";14,91;"Por 1.000 habitantes"
2007;"Otxandio";4,18;"Por 1.000 habitantes"
2007;"Oyón-Oion";6,71;"Por 1.000 habitantes"
2007;"Oñati";4,02;"Por 1.000 habitantes"
2007;"Pasaia";14,56;"Por 1.000 habitantes"
2007;"Plentzia";10,25;"Por 1.000 habitantes"
2007;"Portugalete";9,22;"Por 1.000 habitantes"
2007;"Ribera Baja/Erriberabeitia";1,62;"Por 1.000 habitantes"
2007;"Agurain/Salvatierra";17,12;"Por 1.000 habitantes"
2007;"Samaniego";3,09;"Por 1.000 habitantes"
2007;"San Millán/Donemiliaga";1,38;"Por 1.000 habitantes"
2007;"Santurtzi";18,07;"Por 1.000 habitantes"
2007;"Segura";2,27;"Por 1.000 habitantes"
2007;"Sestao";17,53;"Por 1.000 habitantes"
2007;"Sondika";5,89;"Por 1.000 habitantes"
2007;"Sopela";7,1;"Por 1.000 habitantes"
2007;"Sopuerta";10,39;"Por 1.000 habitantes"
2007;"Soraluze-Placencia de las Armas";12,59;"Por 1.000 habitantes"
2007;"Sukarrieta";2,99;"Por 1.000 habitantes"
2007;"Tolosa";7,97;"Por 1.000 habitantes"
2007;"Trucios-Turtzioz";3,66;"Por 1.000 habitantes"
2007;"Ubide";19,11;"Por 1.000 habitantes"
2007;"Ugao-Miraballes";6,51;"Por 1.000 habitantes"
2007;"Urduliz";7,62;"Por 1.000 habitantes"
2007;"Urduña/Orduña";8,74;"Por 1.000 habitantes"
2007;"Urkabustaiz";6,03;"Por 1.000 habitantes"
2007;"Urnieta";5,19;"Por 1.000 habitantes"
2007;"Urretxu";11,54;"Por 1.000 habitantes"
2007;"Usansolo";8,07;"Por 1.000 habitantes"
2007;"Usurbil";5,1;"Por 1.000 habitantes"
2007;"Valdegovía/Gaubea";5,25;"Por 1.000 habitantes"
2007;"Valle de Trápaga-Trapagaran";8,48;"Por 1.000 habitantes"
2007;"Villabona";6,34;"Por 1.000 habitantes"
2007;"Vitoria-Gasteiz";17,3;"Por 1.000 habitantes"
2007;"Zaldibar";3,8;"Por 1.000 habitantes"
2007;"Zaldibia";6,79;"Por 1.000 habitantes"
2007;"Zalduondo";5,03;"Por 1.000 habitantes"
2007;"Zalla";12,99;"Por 1.000 habitantes"
2007;"Zambrana";2,79;"Por 1.000 habitantes"
2007;"Zamudio";7,46;"Por 1.000 habitantes"
2007;"Zaratamo";6,4;"Por 1.000 habitantes"
2007;"Zarautz";3,2;"Por 1.000 habitantes"
2007;"Zeanuri";3,11;"Por 1.000 habitantes"
2007;"Zeberio";10,24;"Por 1.000 habitantes"
2007;"Zegama";4,24;"Por 1.000 habitantes"
2007;"Zestoa";6,5;"Por 1.000 habitantes"
2007;"Zierbena";7,63;"Por 1.000 habitantes"
2007;"Zigoitia";0,66;"Por 1.000 habitantes"
2007;"Zizurkil";8,35;"Por 1.000 habitantes"
2007;"Zuia";5,07;"Por 1.000 habitantes"
2007;"Zumaia";4,69;"Por 1.000 habitantes"
2007;"Zumarraga";9,07;"Por 1.000 habitantes"
2014;"Araba/Álava";11,91;"Por 1.000 habitantes"
2014;"C.A. de Euskadi";13,28;"Por 1.000 habitantes"
2014;"Bizkaia";15,69;"Por 1.000 habitantes"
2014;"Gipuzkoa";10;"Por 1.000 habitantes"
2014;"Arabako Lautada / Llanada Alavesa";14,4;"Por 1.000 habitantes"
2014;"Arabako Mendialdea / Montaña Alavesa";3,29;"Por 1.000 habitantes"
