Año;Ámbito Territorial;Valor;Magnitud
2003;"Kuartango";4,35;"Por 1.000 habitantes"
2003;"Labastida/Bastida";5,1;"Por 1.000 habitantes"
2003;"Laguardia";1,01;"Por 1.000 habitantes"
2003;"Lanciego/Lantziego";2,26;"Por 1.000 habitantes"
2003;"Lanestosa";5,26;"Por 1.000 habitantes"
2003;"Lantarón";4,21;"Por 1.000 habitantes"
2003;"Lapuebla de Labarca";1,79;"Por 1.000 habitantes"
2003;"Larrabetzu";3,63;"Por 1.000 habitantes"
2003;"Lasarte-Oria";4,85;"Por 1.000 habitantes"
2003;"Laudio/Llodio";9,18;"Por 1.000 habitantes"
2003;"Lazkao";5,03;"Por 1.000 habitantes"
2003;"Leaburu";4,05;"Por 1.000 habitantes"
2003;"Legazpi";3,47;"Por 1.000 habitantes"
2003;"Legorreta";5,11;"Por 1.000 habitantes"
2003;"Legutio";4,91;"Por 1.000 habitantes"
2003;"Leintz-Gatzaga";6,33;"Por 1.000 habitantes"
2003;"Leioa";11,27;"Por 1.000 habitantes"
2003;"Lekeitio";4,41;"Por 1.000 habitantes"
2003;"Lemoa";2,11;"Por 1.000 habitantes"
2003;"Leza";6,7;"Por 1.000 habitantes"
2003;"Lezama";1,78;"Por 1.000 habitantes"
2003;"Lezo";9,14;"Por 1.000 habitantes"
2003;"Lizartza";2,45;"Por 1.000 habitantes"
2003;"Mallabia";7,08;"Por 1.000 habitantes"
2003;"Markina-Xemein";2,4;"Por 1.000 habitantes"
2003;"Maruri-Jatabe";1,9;"Por 1.000 habitantes"
2003;"Mendaro";7,38;"Por 1.000 habitantes"
2003;"Mendexa";3,83;"Por 1.000 habitantes"
2003;"Moreda de Álava/Moreda Araba";4,95;"Por 1.000 habitantes"
2003;"Mundaka";9,84;"Por 1.000 habitantes"
2003;"Mungia";5,6;"Por 1.000 habitantes"
2003;"Munitibar-Arbatzegi Gerrikaitz";3,93;"Por 1.000 habitantes"
2003;"Murueta";5,64;"Por 1.000 habitantes"
2003;"Muskiz";7,47;"Por 1.000 habitantes"
2003;"Mutriku";1,25;"Por 1.000 habitantes"
2003;"Muxika";5,83;"Por 1.000 habitantes"
2003;"Nabarniz";6,33;"Por 1.000 habitantes"
2003;"Oiartzun";8,29;"Por 1.000 habitantes"
2003;"Okondo";17,22;"Por 1.000 habitantes"
2003;"Olaberria";1,66;"Por 1.000 habitantes"
2003;"Ondarroa";4,52;"Por 1.000 habitantes"
2003;"Ordizia";5,17;"Por 1.000 habitantes"
2003;"Orio";3,66;"Por 1.000 habitantes"
2003;"Ormaiztegi";1,24;"Por 1.000 habitantes"
2003;"Orozko";3,99;"Por 1.000 habitantes"
2003;"Ortuella";13,66;"Por 1.000 habitantes"
2003;"Otxandio";1,38;"Por 1.000 habitantes"
2003;"Oyón-Oion";5,31;"Por 1.000 habitantes"
2003;"Oñati";4,15;"Por 1.000 habitantes"
2003;"Pasaia";9,22;"Por 1.000 habitantes"
2003;"Peñacerrada-Urizaharra";6,12;"Por 1.000 habitantes"
2003;"Portugalete";8,02;"Por 1.000 habitantes"
2003;"Ribera Baja/Erriberabeitia";5,12;"Por 1.000 habitantes"
2003;"Agurain/Salvatierra";15,22;"Por 1.000 habitantes"
2003;"Samaniego";4,52;"Por 1.000 habitantes"
2003;"San Millán/Donemiliaga";2,08;"Por 1.000 habitantes"
2003;"Santurtzi";18,56;"Por 1.000 habitantes"
2003;"Segura";1,18;"Por 1.000 habitantes"
2003;"Sestao";19,06;"Por 1.000 habitantes"
2003;"Sondika";4,5;"Por 1.000 habitantes"
2003;"Sopuerta";6,02;"Por 1.000 habitantes"
2003;"Soraluze-Placencia de las Armas";7,11;"Por 1.000 habitantes"
2003;"Sukarrieta";4,78;"Por 1.000 habitantes"
2003;"Tolosa";7,84;"Por 1.000 habitantes"
2003;"Trucios-Turtzioz";2,79;"Por 1.000 habitantes"
2003;"Ubide";8,98;"Por 1.000 habitantes"
2003;"Ugao-Miraballes";6,52;"Por 1.000 habitantes"
2003;"Urduña/Orduña";11,9;"Por 1.000 habitantes"
2003;"Urkabustaiz";4,95;"Por 1.000 habitantes"
2003;"Urnieta";4,72;"Por 1.000 habitantes"
2003;"Urretxu";11,92;"Por 1.000 habitantes"
2003;"Usansolo";2,9;"Por 1.000 habitantes"
2003;"Usurbil";5,62;"Por 1.000 habitantes"
2003;"Valdegovía/Gaubea";10,6;"Por 1.000 habitantes"
2003;"Valle de Trápaga-Trapagaran";11,35;"Por 1.000 habitantes"
2003;"Villabona";7,43;"Por 1.000 habitantes"
2003;"Vitoria-Gasteiz";16,6;"Por 1.000 habitantes"
2003;"Zaldibar";2,16;"Por 1.000 habitantes"
2003;"Zaldibia";5,43;"Por 1.000 habitantes"
2003;"Zalla";12,35;"Por 1.000 habitantes"
2003;"Zambrana";4,27;"Por 1.000 habitantes"
2003;"Zamudio";5,26;"Por 1.000 habitantes"
2003;"Zaratamo";6,68;"Por 1.000 habitantes"
2003;"Zarautz";3,85;"Por 1.000 habitantes"
2003;"Zeanuri";4,13;"Por 1.000 habitantes"
2003;"Zeberio";5,73;"Por 1.000 habitantes"
2003;"Zegama";3,14;"Por 1.000 habitantes"
2003;"Zerain";6,22;"Por 1.000 habitantes"
2003;"Zestoa";5,22;"Por 1.000 habitantes"
2003;"Zierbena";6,33;"Por 1.000 habitantes"
2003;"Zigoitia";1,07;"Por 1.000 habitantes"
2003;"Ziortza-Bolibar";2,4;"Por 1.000 habitantes"
2003;"Zizurkil";7,01;"Por 1.000 habitantes"
2003;"Zuia";3,8;"Por 1.000 habitantes"
2003;"Zumaia";4,73;"Por 1.000 habitantes"
2003;"Zumarraga";6,85;"Por 1.000 habitantes"
2006;"Abadiño";3,37;"Por 1.000 habitantes"
2006;"Abanto y Ciérvana-Abanto Zierbena";14,57;"Por 1.000 habitantes"
2006;"Aduna";4,12;"Por 1.000 habitantes"
2006;"Aia";5,54;"Por 1.000 habitantes"
2006;"Aizarnazabal";2,41;"Por 1.000 habitantes"
2006;"Ajangiz";3,46;"Por 1.000 habitantes"
2006;"Alegia";12,05;"Por 1.000 habitantes"
2006;"Alegría-Dulantzi";5,34;"Por 1.000 habitantes"
2006;"Alkiza";4,72;"Por 1.000 habitantes"
2006;"Alonsotegi";17,14;"Por 1.000 habitantes"
2006;"Altzo";4,07;"Por 1.000 habitantes"
2006;"Amorebieta-Etxano";10,24;"Por 1.000 habitantes"
2006;"Amurrio";8,7;"Por 1.000 habitantes"
2006;"Andoain";8,45;"Por 1.000 habitantes"
2006;"Anoeta";5,13;"Por 1.000 habitantes"
2006;"Antzuola";6,16;"Por 1.000 habitantes"
2006;"Arakaldo";15,79;"Por 1.000 habitantes"
2006;"Aramaio";3,28;"Por 1.000 habitantes"
2006;"Arantzazu";5;"Por 1.000 habitantes"
2006;"Areatza";18,87;"Por 1.000 habitantes"
2006;"Aretxabaleta";5,23;"Por 1.000 habitantes"
2006;"Arraia-Maeztu";2,11;"Por 1.000 habitantes"
2006;"Arrankudiaga-Zollo";1,77;"Por 1.000 habitantes"
2006;"Arrasate/Mondragón";3;"Por 1.000 habitantes"
2006;"Arratzua-Ubarrundia";1,7;"Por 1.000 habitantes"
2006;"Arrieta";2,73;"Por 1.000 habitantes"
2006;"Arrigorriaga";13,61;"Por 1.000 habitantes"
2006;"Artea";2,24;"Por 1.000 habitantes"
2006;"Artzentales";2,2;"Por 1.000 habitantes"
2006;"Artziniega";14,18;"Por 1.000 habitantes"
2006;"Asparrena";13,34;"Por 1.000 habitantes"
2006;"Asteasu";7,67;"Por 1.000 habitantes"
2006;"Astigarraga";6,29;"Por 1.000 habitantes"
2006;"Ataun";0,95;"Por 1.000 habitantes"
2006;"Atxondo";5,6;"Por 1.000 habitantes"
2006;"Aulesti";2,24;"Por 1.000 habitantes"
2006;"Ayala/Aiara";8,58;"Por 1.000 habitantes"
2006;"Azkoitia";4,97;"Por 1.000 habitantes"
2006;"Azpeitia";6,22;"Por 1.000 habitantes"
2006;"Bakio";6,05;"Por 1.000 habitantes"
2006;"Baliarrain";16,48;"Por 1.000 habitantes"
2006;"Balmaseda";9,07;"Por 1.000 habitantes"
2006;"Barakaldo";8,57;"Por 1.000 habitantes"
2006;"Barrika";1,09;"Por 1.000 habitantes"
2006;"Barrundia";1,85;"Por 1.000 habitantes"
2006;"Basauri";9,95;"Por 1.000 habitantes"
2006;"Beasain";5,28;"Por 1.000 habitantes"
2006;"Bedia";9,26;"Por 1.000 habitantes"
2006;"Berango";4,03;"Por 1.000 habitantes"
2006;"Berantevilla";3,24;"Por 1.000 habitantes"
2006;"Berastegi";1,53;"Por 1.000 habitantes"
2006;"Bergara";6,6;"Por 1.000 habitantes"
2006;"Bermeo";15,79;"Por 1.000 habitantes"
2006;"Berriatua";1,26;"Por 1.000 habitantes"
2006;"Berriz";5,71;"Por 1.000 habitantes"
2006;"Bidania-Goiatz";3,19;"Por 1.000 habitantes"
2006;"Bilbao";21,56;"Por 1.000 habitantes"
2006;"Busturia";9,89;"Por 1.000 habitantes"
2006;"Campezo/Kanpezu";4,6;"Por 1.000 habitantes"
2006;"Deba";2,07;"Por 1.000 habitantes"
2006;"Derio";2,49;"Por 1.000 habitantes"
2006;"Dima";3,3;"Por 1.000 habitantes"
2006;"Donostia / San Sebastián";13,67;"Por 1.000 habitantes"
2006;"Durango";3,33;"Por 1.000 habitantes"
2006;"Ea";1,74;"Por 1.000 habitantes"
2006;"Eibar";7,18;"Por 1.000 habitantes"
2006;"Elantxobe";13,51;"Por 1.000 habitantes"
2006;"Elciego";1,5;"Por 1.000 habitantes"
2006;"Elduain";6,76;"Por 1.000 habitantes"
2006;"Elgeta";4,97;"Por 1.000 habitantes"
2006;"Elgoibar";5,31;"Por 1.000 habitantes"
2006;"Elorrio";3,26;"Por 1.000 habitantes"
2006;"Erandio";24,72;"Por 1.000 habitantes"
2006;"Ermua";15,08;"Por 1.000 habitantes"
2006;"Errenteria";8,43;"Por 1.000 habitantes"
2006;"Errezil";6,46;"Por 1.000 habitantes"
2006;"Erriberagoitia/Ribera Alta";2,08;"Por 1.000 habitantes"
2006;"Eskoriatza";3,57;"Por 1.000 habitantes"
2006;"Etxebarri";23;"Por 1.000 habitantes"
2006;"Etxebarria";1,85;"Por 1.000 habitantes"
2006;"Ezkio-Itsaso";2,71;"Por 1.000 habitantes"
2006;"Forua";24,03;"Por 1.000 habitantes"
2006;"Fruiz";3,73;"Por 1.000 habitantes"
2006;"Gabiria";3,55;"Por 1.000 habitantes"
2006;"Galdakao";7,88;"Por 1.000 habitantes"
2006;"Galdames";7,26;"Por 1.000 habitantes"
2006;"Gamiz-Fika";7,82;"Por 1.000 habitantes"
2006;"Gatika";2,79;"Por 1.000 habitantes"
2006;"Gautegiz Arteaga";4,57;"Por 1.000 habitantes"
2006;"Gernika-Lumo";17,95;"Por 1.000 habitantes"
2006;"Getaria";4,43;"Por 1.000 habitantes"
2006;"Getxo";9,6;"Por 1.000 habitantes"
2006;"Gizaburuaga";8,57;"Por 1.000 habitantes"
2006;"Gordexola";13,55;"Por 1.000 habitantes"
2006;"Gorliz";6,69;"Por 1.000 habitantes"
2006;"Güeñes";16,77;"Por 1.000 habitantes"
2006;"Hernani";6,89;"Por 1.000 habitantes"
2006;"Hernialde";4,57;"Por 1.000 habitantes"
2006;"Hondarribia";8,16;"Por 1.000 habitantes"
2006;"Ibarra";6,36;"Por 1.000 habitantes"
2006;"Ibarrangelu";6,79;"Por 1.000 habitantes"
2006;"Idiazabal";1,87;"Por 1.000 habitantes"
2006;"Igorre";7,26;"Por 1.000 habitantes"
2006;"Ikaztegieta";3,39;"Por 1.000 habitantes"
2006;"Irun";10,09;"Por 1.000 habitantes"
2006;"Irura";7,36;"Por 1.000 habitantes"
2006;"Iruraiz-Gauna";2,97;"Por 1.000 habitantes"
2006;"Iruña Oka/Iruña de Oca";9,41;"Por 1.000 habitantes"
2006;"Ispaster";2,41;"Por 1.000 habitantes"
2006;"Itsasondo";2,53;"Por 1.000 habitantes"
2006;"Iurreta";4,69;"Por 1.000 habitantes"
2006;"Izurtza";6;"Por 1.000 habitantes"
2006;"Karrantza Harana/Valle de Carranza";8,22;"Por 1.000 habitantes"
2006;"Labastida/Bastida";9,54;"Por 1.000 habitantes"
2006;"Laguardia";3,89;"Por 1.000 habitantes"
2006;"Lanciego/Lantziego";2,17;"Por 1.000 habitantes"
2006;"Lanestosa";4,98;"Por 1.000 habitantes"
2006;"Lantarón";4,15;"Por 1.000 habitantes"
2006;"Lapuebla de Labarca";4,65;"Por 1.000 habitantes"
2006;"Larrabetzu";3,49;"Por 1.000 habitantes"
2006;"Larraul";7,35;"Por 1.000 habitantes"
2006;"Lasarte-Oria";8,03;"Por 1.000 habitantes"
2006;"Laudio/Llodio";8,93;"Por 1.000 habitantes"
2006;"Lazkao";4,92;"Por 1.000 habitantes"
2006;"Leaburu";3,99;"Por 1.000 habitantes"
2006;"Legazpi";3,16;"Por 1.000 habitantes"
2006;"Legorreta";9,94;"Por 1.000 habitantes"
2006;"Legutio";11,04;"Por 1.000 habitantes"
2006;"Leintz-Gatzaga";6;"Por 1.000 habitantes"
2006;"Leioa";12,98;"Por 1.000 habitantes"
2006;"Lekeitio";5,33;"Por 1.000 habitantes"
2006;"Lemoa";3,09;"Por 1.000 habitantes"
2006;"Lemoiz";4,11;"Por 1.000 habitantes"
2006;"Lezama";1,69;"Por 1.000 habitantes"
2006;"Lezo";9,12;"Por 1.000 habitantes"
2006;"Lizartza";2,5;"Por 1.000 habitantes"
2006;"Mallabia";6,97;"Por 1.000 habitantes"
2006;"Markina-Xemein";5,68;"Por 1.000 habitantes"
2006;"Maruri-Jatabe";1,79;"Por 1.000 habitantes"
2006;"Mendaro";5,32;"Por 1.000 habitantes"
2006;"Mendexa";3,65;"Por 1.000 habitantes"
2006;"Mundaka";19,97;"Por 1.000 habitantes"
2006;"Mungia";8,71;"Por 1.000 habitantes"
2006;"Munitibar-Arbatzegi Gerrikaitz";3,93;"Por 1.000 habitantes"
2006;"Murueta";20,2;"Por 1.000 habitantes"
2006;"Muskiz";8,25;"Por 1.000 habitantes"
2006;"Mutriku";2,91;"Por 1.000 habitantes"
2006;"Muxika";12,49;"Por 1.000 habitantes"
2006;"Nabarniz";6,64;"Por 1.000 habitantes"
2006;"Oiartzun";11,12;"Por 1.000 habitantes"
2006;"Okondo";11,35;"Por 1.000 habitantes"
2006;"Olaberria";1,66;"Por 1.000 habitantes"
2006;"Ondarroa";8,71;"Por 1.000 habitantes"
2006;"Ordizia";6,6;"Por 1.000 habitantes"
2006;"Orio";4;"Por 1.000 habitantes"
2006;"Ormaiztegi";1,17;"Por 1.000 habitantes"
2006;"Orozko";3,85;"Por 1.000 habitantes"
2006;"Ortuella";13,81;"Por 1.000 habitantes"
2006;"Otxandio";1,29;"Por 1.000 habitantes"
2006;"Oyón-Oion";6,64;"Por 1.000 habitantes"
2006;"Oñati";4,13;"Por 1.000 habitantes"
2006;"Pasaia";11,68;"Por 1.000 habitantes"
2006;"Plentzia";8,14;"Por 1.000 habitantes"
2006;"Portugalete";9,63;"Por 1.000 habitantes"
2006;"Ribera Baja/Erriberabeitia";3,39;"Por 1.000 habitantes"
2006;"Agurain/Salvatierra";17,78;"Por 1.000 habitantes"
2006;"Samaniego";4,72;"Por 1.000 habitantes"
2006;"San Millán/Donemiliaga";2,05;"Por 1.000 habitantes"
2006;"Santurtzi";16,4;"Por 1.000 habitantes"
2006;"Segura";1,17;"Por 1.000 habitantes"
2006;"Sestao";17,82;"Por 1.000 habitantes"
2006;"Sondika";4,36;"Por 1.000 habitantes"
2006;"Sopela";6,31;"Por 1.000 habitantes"
2006;"Sopuerta";6,69;"Por 1.000 habitantes"
2006;"Soraluze-Placencia de las Armas";13,49;"Por 1.000 habitantes"
2006;"Sukarrieta";11,8;"Por 1.000 habitantes"
2006;"Tolosa";7,54;"Por 1.000 habitantes"
2006;"Trucios-Turtzioz";2,79;"Por 1.000 habitantes"
2006;"Ubide";9,68;"Por 1.000 habitantes"
2006;"Ugao-Miraballes";6,52;"Por 1.000 habitantes"
2006;"Urduliz";6,79;"Por 1.000 habitantes"
2006;"Urduña/Orduña";11,53;"Por 1.000 habitantes"
2006;"Urkabustaiz";6,24;"Por 1.000 habitantes"
2006;"Urnieta";6,11;"Por 1.000 habitantes"
2006;"Urretxu";11,73;"Por 1.000 habitantes"
2006;"Usansolo";7,88;"Por 1.000 habitantes"
2006;"Usurbil";5,49;"Por 1.000 habitantes"
2006;"Valdegovía/Gaubea";4,48;"Por 1.000 habitantes"
2006;"Valle de Trápaga-Trapagaran";8,48;"Por 1.000 habitantes"
2006;"Villabona";6,03;"Por 1.000 habitantes"
2006;"Vitoria-Gasteiz";16,63;"Por 1.000 habitantes"
2006;"Zaldibar";2,1;"Por 1.000 habitantes"
2006;"Zaldibia";4,16;"Por 1.000 habitantes"
2006;"Zalduondo";7,46;"Por 1.000 habitantes"
2006;"Zalla";13,8;"Por 1.000 habitantes"
2006;"Zamudio";5,01;"Por 1.000 habitantes"
2006;"Zaratamo";8,32;"Por 1.000 habitantes"
2006;"Zarautz";4,26;"Por 1.000 habitantes"
2006;"Zeanuri";6,37;"Por 1.000 habitantes"
2006;"Zeberio";7,46;"Por 1.000 habitantes"
2006;"Zegama";2,91;"Por 1.000 habitantes"
2006;"Zerain";6,12;"Por 1.000 habitantes"
2006;"Zestoa";7,44;"Por 1.000 habitantes"
2006;"Zierbena";6,24;"Por 1.000 habitantes"
2006;"Zigoitia";1,02;"Por 1.000 habitantes"
2006;"Ziortza-Bolibar";3,68;"Por 1.000 habitantes"
2006;"Zizurkil";6,51;"Por 1.000 habitantes"
2006;"Zuia";3;"Por 1.000 habitantes"
2006;"Zumaia";4,63;"Por 1.000 habitantes"
2006;"Zumarraga";7,24;"Por 1.000 habitantes"
2004;"Abadiño";3,45;"Por 1.000 habitantes"
2004;"Abanto y Ciérvana-Abanto Zierbena";10,01;"Por 1.000 habitantes"
2004;"Aduna";4,31;"Por 1.000 habitantes"
2004;"Aia";5,62;"Por 1.000 habitantes"
2004;"Aizarnazabal";2,38;"Por 1.000 habitantes"
2004;"Ajangiz";3,51;"Por 1.000 habitantes"
2004;"Alegia";9,36;"Por 1.000 habitantes"
2004;"Alegría-Dulantzi";5,74;"Por 1.000 habitantes"
2004;"Alkiza";4,93;"Por 1.000 habitantes"
2004;"Alonsotegi";14,42;"Por 1.000 habitantes"
2004;"Amorebieta-Etxano";5,93;"Por 1.000 habitantes"
2004;"Amurrio";5,34;"Por 1.000 habitantes"
2004;"Andoain";7,78;"Por 1.000 habitantes"
2004;"Anoeta";4,57;"Por 1.000 habitantes"
2004;"Antzuola";2,86;"Por 1.000 habitantes"
2004;"Arakaldo";17,05;"Por 1.000 habitantes"
2004;"Arantzazu";5,12;"Por 1.000 habitantes"
2004;"Areatza";1,46;"Por 1.000 habitantes"
2004;"Aretxabaleta";3,69;"Por 1.000 habitantes"
2004;"Armiñón";12,5;"Por 1.000 habitantes"
2004;"Arraia-Maeztu";5,69;"Por 1.000 habitantes"
2004;"Arrankudiaga-Zollo";1,81;"Por 1.000 habitantes"
2004;"Arrasate/Mondragón";2,93;"Por 1.000 habitantes"
2004;"Arratzua-Ubarrundia";1,79;"Por 1.000 habitantes"
2004;"Arrieta";2,78;"Por 1.000 habitantes"
2004;"Arrigorriaga";10,09;"Por 1.000 habitantes"
2004;"Artea";2,26;"Por 1.000 habitantes"
2004;"Artzentales";2,23;"Por 1.000 habitantes"
2004;"Artziniega";13,5;"Por 1.000 habitantes"
2004;"Asparrena";10,16;"Por 1.000 habitantes"
2004;"Asteasu";6,47;"Por 1.000 habitantes"
2004;"Astigarraga";5,39;"Por 1.000 habitantes"
2004;"Ataun";0,96;"Por 1.000 habitantes"
2004;"Atxondo";5,76;"Por 1.000 habitantes"
2004;"Aulesti";2,27;"Por 1.000 habitantes"
2004;"Ayala/Aiara";5,03;"Por 1.000 habitantes"
2004;"Azkoitia";5,03;"Por 1.000 habitantes"
2004;"Azpeitia";5,02;"Por 1.000 habitantes"
2004;"Bakio";5,87;"Por 1.000 habitantes"
2004;"Balmaseda";9,71;"Por 1.000 habitantes"
2004;"Barakaldo";7,49;"Por 1.000 habitantes"
2004;"Barrika";1,11;"Por 1.000 habitantes"
2004;"Basauri";7,12;"Por 1.000 habitantes"
2004;"Beasain";4,85;"Por 1.000 habitantes"
2004;"Bedia";8,28;"Por 1.000 habitantes"
2004;"Berango";4,2;"Por 1.000 habitantes"
2004;"Berantevilla";3,46;"Por 1.000 habitantes"
2004;"Berastegi";1,55;"Por 1.000 habitantes"
2004;"Bergara";5,31;"Por 1.000 habitantes"
2004;"Bermeo";7,67;"Por 1.000 habitantes"
2004;"Bernedo";2,69;"Por 1.000 habitantes"
2004;"Berriatua";1,36;"Por 1.000 habitantes"
2004;"Berriz";7,5;"Por 1.000 habitantes"
2004;"Bidania-Goiatz";3,19;"Por 1.000 habitantes"
2004;"Bilbao";18,68;"Por 1.000 habitantes"
2004;"Busturia";4,69;"Por 1.000 habitantes"
2004;"Campezo/Kanpezu";1,37;"Por 1.000 habitantes"
2004;"Deba";2,11;"Por 1.000 habitantes"
2004;"Derio";2,57;"Por 1.000 habitantes"
2004;"Dima";3,32;"Por 1.000 habitantes"
2004;"Donostia / San Sebastián";11,39;"Por 1.000 habitantes"
2004;"Durango";3,43;"Por 1.000 habitantes"
2004;"Ea";1,75;"Por 1.000 habitantes"
2004;"Eibar";6,17;"Por 1.000 habitantes"
2004;"Elantxobe";3,33;"Por 1.000 habitantes"
2004;"Elciego";1,52;"Por 1.000 habitantes"
2004;"Elduain";6,88;"Por 1.000 habitantes"
2004;"Elgeta";4;"Por 1.000 habitantes"
2004;"Elgoibar";4,33;"Por 1.000 habitantes"
2004;"Elorrio";3,3;"Por 1.000 habitantes"
2004;"Elvillar/Bilar";4,18;"Por 1.000 habitantes"
2004;"Erandio";19,53;"Por 1.000 habitantes"
2004;"Ermua";15,21;"Por 1.000 habitantes"
2004;"Errenteria";9,56;"Por 1.000 habitantes"
2004;"Errezil";2,48;"Por 1.000 habitantes"
2004;"Erriberagoitia/Ribera Alta";2,17;"Por 1.000 habitantes"
2004;"Eskoriatza";5,66;"Por 1.000 habitantes"
2004;"Etxebarri";23,59;"Por 1.000 habitantes"
2004;"Etxebarria";1,9;"Por 1.000 habitantes"
2004;"Ezkio-Itsaso";2,59;"Por 1.000 habitantes"
2004;"Forua";11,35;"Por 1.000 habitantes"
2004;"Fruiz";3,79;"Por 1.000 habitantes"
2004;"Gabiria";3,7;"Por 1.000 habitantes"
2004;"Galdakao";2,91;"Por 1.000 habitantes"
2004;"Galdames";6;"Por 1.000 habitantes"
2004;"Gamiz-Fika";10,24;"Por 1.000 habitantes"
2004;"Gatika";3,58;"Por 1.000 habitantes"
2004;"Gautegiz Arteaga";1,73;"Por 1.000 habitantes"
2004;"Gernika-Lumo";8,91;"Por 1.000 habitantes"
2004;"Getaria";4,45;"Por 1.000 habitantes"
2004;"Getxo";10,19;"Por 1.000 habitantes"
2004;"Gizaburuaga";10,95;"Por 1.000 habitantes"
2004;"Gordexola";11,26;"Por 1.000 habitantes"
2004;"Gorliz";6,16;"Por 1.000 habitantes"
2004;"Güeñes";14,23;"Por 1.000 habitantes"
2004;"Harana/Valle de Arana";4,35;"Por 1.000 habitantes"
2004;"Hernani";8,29;"Por 1.000 habitantes"
2004;"Hernialde";4,69;"Por 1.000 habitantes"
2004;"Hondarribia";5,35;"Por 1.000 habitantes"
2004;"Ibarra";5,19;"Por 1.000 habitantes"
2004;"Ibarrangelu";2,58;"Por 1.000 habitantes"
2004;"Idiazabal";1,9;"Por 1.000 habitantes"
2004;"Igorre";7,86;"Por 1.000 habitantes"
2004;"Ikaztegieta";19;"Por 1.000 habitantes"
2004;"Irun";9,27;"Por 1.000 habitantes"
2004;"Irura";4,28;"Por 1.000 habitantes"
2004;"Iruña Oka/Iruña de Oca";14,84;"Por 1.000 habitantes"
2004;"Ispaster";8,09;"Por 1.000 habitantes"
2004;"Itsasondo";10,53;"Por 1.000 habitantes"
2004;"Iurreta";4,54;"Por 1.000 habitantes"
2004;"Izurtza";5,93;"Por 1.000 habitantes"
2004;"Karrantza Harana/Valle de Carranza";7,11;"Por 1.000 habitantes"
2004;"Kuartango";4,31;"Por 1.000 habitantes"
2004;"Labastida/Bastida";6,41;"Por 1.000 habitantes"
2004;"Laguardia";0,99;"Por 1.000 habitantes"
2004;"Lanciego/Lantziego";2,25;"Por 1.000 habitantes"
2004;"Lanestosa";5,17;"Por 1.000 habitantes"
2004;"Lantarón";4,18;"Por 1.000 habitantes"
2004;"Lapuebla de Labarca";1,79;"Por 1.000 habitantes"
2004;"Larrabetzu";3,6;"Por 1.000 habitantes"
2004;"Lasarte-Oria";4,83;"Por 1.000 habitantes"
2004;"Laudio/Llodio";8,74;"Por 1.000 habitantes"
2004;"Lazkao";5,01;"Por 1.000 habitantes"
2004;"Legazpi";3,72;"Por 1.000 habitantes"
2004;"Legorreta";3,63;"Por 1.000 habitantes"
2004;"Legutio";4,79;"Por 1.000 habitantes"
2004;"Leintz-Gatzaga";6,25;"Por 1.000 habitantes"
2004;"Leioa";14,07;"Por 1.000 habitantes"
2004;"Lekeitio";5,67;"Por 1.000 habitantes"
2004;"Lemoa";2,8;"Por 1.000 habitantes"
2004;"Lemoiz";1,59;"Por 1.000 habitantes"
2004;"Leza";6,58;"Por 1.000 habitantes"
2004;"Lezama";1,75;"Por 1.000 habitantes"
2004;"Lezo";9,37;"Por 1.000 habitantes"
2004;"Lizartza";2,45;"Por 1.000 habitantes"
2004;"Mallabia";7,1;"Por 1.000 habitantes"
2004;"Markina-Xemein";3,02;"Por 1.000 habitantes"
2004;"Maruri-Jatabe";4,91;"Por 1.000 habitantes"
2004;"Mendaro";7,78;"Por 1.000 habitantes"
2004;"Mendexa";3,74;"Por 1.000 habitantes"
2004;"Meñaka";2,33;"Por 1.000 habitantes"
2004;"Moreda de Álava/Moreda Araba";4,93;"Por 1.000 habitantes"
2004;"Mundaka";9,78;"Por 1.000 habitantes"
2004;"Mungia";9,2;"Por 1.000 habitantes"
2004;"Munitibar-Arbatzegi Gerrikaitz";3,92;"Por 1.000 habitantes"
2004;"Murueta";5,32;"Por 1.000 habitantes"
2004;"Muskiz";9,18;"Por 1.000 habitantes"
2004;"Mutriku";2,51;"Por 1.000 habitantes"
2004;"Muxika";5,87;"Por 1.000 habitantes"
2004;"Nabarniz";6,38;"Por 1.000 habitantes"
2004;"Oiartzun";8,24;"Por 1.000 habitantes"
2004;"Okondo";19,61;"Por 1.000 habitantes"
2004;"Olaberria";5,52;"Por 1.000 habitantes"
2004;"Ondarroa";5,97;"Por 1.000 habitantes"
2004;"Ordizia";7,08;"Por 1.000 habitantes"
2004;"Orio";4,3;"Por 1.000 habitantes"
2004;"Ormaiztegi";1,21;"Por 1.000 habitantes"
2004;"Orozko";3,05;"Por 1.000 habitantes"
2004;"Ortuella";13,75;"Por 1.000 habitantes"
2004;"Otxandio";1,36;"Por 1.000 habitantes"
2004;"Oyón-Oion";6,15;"Por 1.000 habitantes"
2004;"Oñati";4,24;"Por 1.000 habitantes"
2004;"Pasaia";9,29;"Por 1.000 habitantes"
2004;"Peñacerrada-Urizaharra";6,02;"Por 1.000 habitantes"
2004;"Plentzia";7,51;"Por 1.000 habitantes"
2004;"Portugalete";9,92;"Por 1.000 habitantes"
2004;"Ribera Baja/Erriberabeitia";4,69;"Por 1.000 habitantes"
2004;"Agurain/Salvatierra";16,13;"Por 1.000 habitantes"
2004;"Samaniego";4,57;"Por 1.000 habitantes"
2004;"San Millán/Donemiliaga";2,05;"Por 1.000 habitantes"
